Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
????????? ???,ISK10001,code128,Guess,MSL,Bav,Bav,Bav," 27,000.00 "," 33,000.00 ",5,,,,,,,,,,,
??????????? ???,ISK10002,,,MSL,Bav,Bav,Bav," 33,000.00 "," 40,000.00 ",5,,,,,,,,,,,
????????????? ??? 9??,ISK10003,,,MSL,sl,sl,sl," 20,000.00 "," 26,000.00 ",20,,,,,,,,,,,
????????????? GM,ISK10004,,,MSL,sl,sl,sl," 18,000.00 "," 24,000.00 ",20,,,,,,,,,,,
????????????? ????? 8??,ISK10005,,,MSL,sl,sl,sl," 19,000.00 "," 25,000.00 ",20,,,,,,,,,,,
E0.25,ISK10006,,,MSL,bach,bach,bach," 40,000.00 "," 48,000.00 ",10,,,,,,,,,,,
???????,ISK10007,,,MSL,KG,KG,KG," 7,500.00 "," 10,000.00 ",20,,,,,,,,,,,
????????????,ISK10008,,,MSL,Thorng,Thorng,Thorng," 3,700.00 "," 5,000.00 ",15,,,,,,,,,,,
V3 ?????? I,ISK10009,,,IronV,Derm,Derm,Derm," 13,200.00 "," 18,000.00 ",20,,,,,,,,,,,
V3 ?????? II,ISK10010,,,IronV,Derm,Derm,Derm," 18,380.96 "," 25,000.00 ",20,,,,,,,,,,,
V4 ????? I,ISK10011,,,IronV,Derm,Derm,Derm," 18,852.27 "," 25,000.00 ",20,,,,,,,,,,,
V4 ???????????? IV,ISK10012,,,IronV,Derm,Derm,Derm," 29,456.67 "," 38,000.00 ",20,,,,,,,,,,,
V4 ????????????????? V,ISK10013,,,IronV,Derm,Derm,Derm," 32,520.16 "," 43,000.00 ",20,,,,,,,,,,,
V5 ????? I,ISK10014,,,IronV,Derm,Derm,Derm," 31,931.03 "," 43,000.00 ",20,,,,,,,,,,,
V5 ?????? II,ISK10015,,,IronV,Derm,Derm,Derm," 37,704.54 "," 48,000.00 ",20,,,,,,,,,,,
V5 ????????????????? V,ISK10016,,,IronV,Derm,Derm,Derm," 41,239.34 "," 55,000.00 ",20,,,,,,,,,,,
V6 ?????? (22kg) PP,ISK10017,,,IronV,Derm,Derm,Derm," 53,634.70 "," 80,000.00 ",5,,,,,,,,,,,
V6 ???????????? (32kg) VN,ISK10018,,,IronV,Derm,Derm,Derm," 75,409.07 "," 100,000.00 ",5,,,,,,,,,,,
V75 ,ISK10019,,,IronV,Derm,Derm,Derm," 102,705.00 "," 125,000.00 ",5,,,,,,,,,,,
V75 ??????,ISK10020,,,IronV,Derm,Derm,Derm," 140,056.00 "," 170,000.00 ",5,,,,,,,,,,,
?????? 21 1.1??,ISK10021,,,IronQ,Derm,Derm,Derm," 7,175.00 "," 11,000.00 ",10,,,,,,,,,,,
?????? 21 1.4??,ISK10022,,,IronQ,Derm,Derm,Derm," 10,045.00 "," 14,000.00 ",10,,,,,,,,,,,
?????? 21 2??,ISK10023,,,IronQ,Derm,Derm,Derm," 14,350.00 "," 18,000.00 ",10,,,,,,,,,,,
?????? 27 1.3??,ISK10024,,,IronQ,Derm,Derm,Derm," 10,250.00 "," 15,000.00 ",10,,,,,,,,,,,
?????? 27 1.5??,ISK10025,,,IronQ,Derm,Derm,Derm," 13,161.00 "," 20,000.00 ",10,,,,,,,,,,,
?????? 27 2??,ISK10026,,,IronQ,Derm,Derm,Derm," 18,450.00 "," 24,000.00 ",10,,,,,,,,,,,
?????? 34  1.3??,ISK10027,,,IronQ,Derm,Derm,Derm," 11,685.00 "," 20,000.00 ",10,,,,,,,,,,,
?????? 34 1.5??,ISK10028,,,IronQ,Derm,Derm,Derm," 16,769.00 "," 26,000.00 ",10,,,,,,,,,,,
?????? 34 2??,ISK10029,,,IronQ,Derm,Derm,Derm," 23,985.00 "," 30,000.00 ",10,,,,,,,,,,,
??????  42 1.3??,ISK10030,,,IronQ,Derm,Derm,Derm," 16,892.00 "," 26,000.00 ",10,,,,,,,,,,,
?????? 42 1.5??,ISK10031,,,IronQ,Derm,Derm,Derm," 21,730.00 "," 30,000.00 ",10,,,,,,,,,,,
?????? 42 2??,ISK10032,,,IronQ,Derm,Derm,Derm," 28,905.00 "," 40,000.00 ",10,,,,,,,,,,,
?????? 49 1.5??,ISK10033,,,IronQ,Derm,Derm,Derm," 19,680.00 "," 40,000.00 ",10,,,,,,,,,,,
?????? 49 2??,ISK10034,,,IronQ,Derm,Derm,Derm," 32,144.00 "," 45,000.00 ",10,,,,,,,,,,,
?????? 60 1.5??,ISK10035,,,IronQ,Derm,Derm,Derm," 25,010.00 "," 50,000.00 ",2,,,,,,,,,,,
?????? 60 2??,ISK10036,,,IronQ,Derm,Derm,Derm," 34,850.00 "," 60,000.00 ",2,,,,,,,,,,,
?????? 75 1.4?? ?,ISK10037,,,IronQ,Derm,Derm,Derm," 31,570.00 "," 60,000.00 ",2,,,,,,,,,,,
?????? 90 1.5??,ISK10038,,,IronQ,Derm,Derm,Derm," 42,230.00 "," 65,000.00 ",2,,,,,,,,,,,
??? U 40,ISK10039,,,IronQ,Derm,Derm,Derm," 48,000.00 "," 58,000.00 ",10,,,,,,,,,,,
??? U 50,ISK10040,,,IronU,Derm,Derm,Derm," 31,816.00 "," 50,000.00 ",10,,,,,,,,,,,
??? U 60,ISK10041,,,IronU,Derm,Derm,Derm," 37,802.00 "," 60,000.00 ",10,,,,,,,,,,,
??? U 80,ISK10042,,,IronU,Derm,Derm,Derm," 46,945.00 "," 75,000.00 ",10,,,,,,,,,,,
??? U 80 ??????,ISK10043,,,IronU,Derm,Derm,Derm," 67,650.00 "," 115,000.00 ",10,,,,,,,,,,,
??? U 100,ISK10044,,,IronU,Derm,Derm,Derm," 71,586.00 "," 110,000.00 ",10,,,,,,,,,,,
??? U 100 ??????,ISK10045,,,IronU,Derm,Derm,Derm," 103,402.00 "," 150,000.00 ",10,,,,,,,,,,,
??? U 120,ISK10046,,,IronU,Derm,Derm,Derm," 93,439.00 "," 160,000.00 ",5,,,,,,,,,,,
??? U 140,ISK10047,,,IronU,Derm,Derm,Derm," 114,800.00 "," 200,000.00 ",5,,,,,,,,,,,
?????? 15?? 8M,ISK10048,,,IronL,Derm,Derm,Derm," 29,028.00 "," 35,000.00 ",10,,,,,,,,,,,
?????? 17?? 8M,ISK10049,,,IronL,Derm,Derm,Derm," 34,850.00 "," 42,000.00 ",10,,,,,,,,,,,
?????? 20??,ISK10050,,,IronL,Derm,Derm,Derm," 31,365.00 "," 55,000.00 ",5,,,,,,,,,,,
?????? 25??,ISK10051,,,IronL,Derm,Derm,Derm," 47,970.00 "," 70,000.00 ",5,,,,,,,,,,,
????????? 1M  1.5??,ISK10052,,,IronPlate,sl,sl,sl," 59,060.50 "," 80,000.00 ",5,,,,,,,,,,,
????????? 1M  2??,ISK10053,,,IronPlate,sl,sl,sl," 76,916.00 "," 100,000.00 ",5,,,,,,,,,,,
????????? 1.25? 1.2??,ISK10054,,,IronPlate,sl,sl,sl," 109,880.00 "," 100,000.00 ",5,,,,,,,,,,,
????????? 1.25? 2.?? ? PP,ISK10055,,,IronPlate,sl,sl,sl," 134,603.00 "," 180,000.00 ",5,,,,,,,,,,,
????????? 1.25? 1.5??,ISK10056,,,IronPlate,sl,sl,sl," 93,398.00 "," 120,000.00 ",5,,,,,,,,,,,
????????? 1.25? 2??,ISK10057,,,IronPlate,sl,sl,sl," 120,868.00 "," 150,000.00 ",5,,,,,,,,,,,
????????? 1.25? 2.5??,ISK10058,,,IronPlate,sl,sl,sl," 164,820.00 "," 220,000.00 ",5,,,,,,,,,,,
????????? 1.25? 3??,ISK10059,,,IronPlate,sl,sl,sl," 188,169.50 "," 250,000.00 ",5,,,,,,,,,,,
??????? 25*40,ISK10060,,,IronRN,Derm,Derm,Derm," 8,610.00 "," 12,000.00 ",20,,,,,,,,,,,
??????? 25*60,ISK10061,,,IronRN,Derm,Derm,Derm," 17,015.00 "," 20,000.00 ",20,,,,,,,,,,,
??????? 20*40,ISK10062,,,IronRN,Derm,Derm,Derm," 5,330.00 "," 8,000.00 ",20,,,,,,,,,,,
??????? 20*60,ISK10063,,,IronRN,Derm,Derm,Derm," 9,594.00 "," 16,000.00 ",20,,,,,,,,,,,
??????? 30*60 3M Teak,ISK10064,,,IronRN,Derm,Derm,Derm," 12,300.00 "," 15,000.00 ",10,,,,,,,,,,,
??????? 30*60 6M,ISK10065,,,IronRN,Derm,Derm,Derm," 17,220.00 "," 25,000.00 ",10,,,,,,,,,,,
??????? 30*10 3M Teak,ISK10066,,,IronRN,Derm,Derm,Derm," 15,375.00 "," 18,500.00 ",10,,,,,,,,,,,
??????? 40*4 3M,ISK10067,,,IronRN,Derm,Derm,Derm," 12,628.00 "," 15,000.00 ",10,,,,,,,,,,,
??????? 40*4 6M,ISK10068,,,IronRN,Derm,Derm,Derm," 14,760.00 "," 18,500.00 ",10,,,,,,,,,,,
??????? 40*5 3M Teak,ISK10069,,,IronRN,Derm,Derm,Derm," 13,776.00 "," 18,000.00 ",10,,,,,,,,,,,
??????? 40*6 3M Teak,ISK10070,,,IronRN,Derm,Derm,Derm," 16,482.00 "," 22,000.00 ",10,,,,,,,,,,,
??????? 40*6 6M,ISK10071,,,IronRN,Derm,Derm,Derm," 20,664.00 "," 32,000.00 ",10,,,,,,,,,,,
??????? 40*8 6M,ISK10072,,,IronRN,Derm,Derm,Derm," 42,763.00 "," 52,000.00 ",10,,,,,,,,,,,
??????? 50*4 3M,ISK10073,,,IronRN,Derm,Derm,Derm," 15,006.00 "," 18,000.00 ",10,,,,,,,,,,,
??????? 50*5,ISK10074,,,IronRN,Derm,Derm,Derm," 18,450.00 "," 22,000.00 ",10,,,,,,,,,,,
??????? 50*6,ISK10075,,,IronRN,Derm,Derm,Derm," 20,500.00 "," 24,500.00 ",10,,,,,,,,,,,
??????? 60*10,ISK10076,,,IronRN,Derm,Derm,Derm," 38,581.00 "," 45,000.00 ",20,,,,,,,,,,,
??????? 75*10 6? ??????,ISK10077,,,IronRN,Derm,Derm,Derm," 95,325.00 "," 130,000.00 ",5,,,,,,,,,,,
??????? 36 ???,ISK10078,,,KTD,Unit,Unit,Unit," 59,450.00 "," 80,000.00 ",2,,,,,,,,,,,
??????? 42 ???,ISK10079,,,KTD,Unit,Unit,Unit," 104,550.00 "," 120,000.00 ",2,,,,,,,,,,,
??????? 48 ???,ISK10080,,,KTD,Unit,Unit,Unit," 106,600.00 "," 140,000.00 ",2,,,,,,,,,,,
?????? 10,ISK10081,,,KLAK,Krob,Krob,Krob," 1,845.00 "," 2,500.00 ",5,,,,,,,,,,,
?????? 12,ISK10082,,,KLAK,Krob,Krob,Krob," 3,075.00 "," 5,000.00 ",5,,,,,,,,,,,
?????? 14,ISK10083,,,KLAK,Krob,Krob,Krob," 3,895.00 "," 6,000.00 ",5,,,,,,,,,,,
?????? 16,ISK10084,,,KLAK,Krob,Krob,Krob," 4,920.00 "," 8,000.00 ",5,,,,,,,,,,,
?????? 18,ISK10085,,,KLAK,Krob,Krob,Krob," 6,970.00 "," 10,000.00 ",5,,,,,,,,,,,
?????? 20,ISK10086,,,KLAK,Krob,Krob,Krob," 7,790.00 "," 12,000.00 ",5,,,,,,,,,,,
?????? ????? ??? 12,ISK10087,,,KL-DOOR,Krob,Krob,Krob," 2,091.00 "," 5,000.00 ",10,,,,,,,,,,,
?????? ????? ??? 6,ISK10088,,,KL-DOOR,Krob,Krob,Krob, 820.00 ," 1,500.00 ",10,,,,,,,,,,,
?????? ????? ??? 8,ISK10089,,,KL-DOOR,Krob,Krob,Krob," 1,681.00 "," 4,000.00 ",10,,,,,,,,,,,
??????????? ??? 4,ISK10090,,,KL-DOOR,Krob,Krob,Krob, 902.00 ," 1,500.00 ",10,,,,,,,,,,,
?????????? ???,ISK10091,,,KL-DOOR,Krob,Krob,Krob," 1,435.00 "," 2,500.00 ",10,,,,,,,,,,,
?????????? ??,ISK10092,,,KL-DOOR,Krob,Krob,Krob," 1,640.00 "," 3,000.00 ",10,,,,,,,,,,,
?????? 102,ISK10093,,,KUYE,Krob,Krob,Krob," 1,025.00 "," 4,000.00 ",10,,,,,,,,,,,
?????? 13 ,ISK10094,,,KUYE,Krob,Krob,Krob, 512.50 ," 2,000.00 ",10,,,,,,,,,,,
?????? 16,ISK10095,,,KUYE,Krob,Krob,Krob, 512.50 ," 2,000.00 ",10,,,,,,,,,,,
?????? 19,ISK10096,,,KUYE,Krob,Krob,Krob, 512.50 ," 2,000.00 ",10,,,,,,,,,,,
?????? 25 ,ISK10097,,,KUYE,Krob,Krob,Krob, 553.50 ," 2,000.00 ",10,,,,,,,,,,,
?????? 29,ISK10098,,,KUYE,Krob,Krob,Krob, 594.50 ," 2,500.00 ",10,,,,,,,,,,,
?????? 41 ,ISK10099,,,KUYE,Krob,Krob,Krob, 697.00 ," 2,500.00 ",10,,,,,,,,,,,
?????? 48,ISK10100,,,KUYE,Krob,Krob,Krob, 779.00 ," 3,000.00 ",10,,,,,,,,,,,
?????? 54,ISK10101,,,KUYE,Krob,Krob,Krob, 779.00 ," 3,000.00 ",10,,,,,,,,,,,
?????? 70,ISK10102,,,KUYE,Krob,Krob,Krob, 861.00 ," 3,000.00 ",10,,,,,,,,,,,
?????? 80,ISK10103,,,KUYE,Krob,Krob,Krob, 861.00 ," 3,000.00 ",10,,,,,,,,,,,
?? 2.5,ISK10104,,,JORB,Unit,Unit,Unit," 16,400.00 "," 22,000.00 ",5,,,,,,,,,,,
?? 3,ISK10105,,,JORB,Unit,Unit,Unit," 16,728.00 "," 22,000.00 ",5,,,,,,,,,,,
???? 2,ISK10106,,,JORB,Unit,Unit,Unit," 15,703.00 "," 20,000.00 ",5,,,,,,,,,,,
???????? 10??,ISK10107,,,Chain,M,M,M," 6,560.00 "," 20,000.00 ",20,,,,,,,,,,,
???????? 12??,ISK10108,,,Chain,M,M,M," 10,250.00 "," 15,000.00 ",20,,,,,,,,,,,
???????? 3??,ISK10109,,,Chain,M,M,M, 930.70 ," 2,000.00 ",20,,,,,,,,,,,
???????? 4??,ISK10110,,,Chain,M,M,M," 1,365.30 "," 3,000.00 ",20,,,,,,,,,,,
???????? 5??,ISK10111,,,Chain,M,M,M," 2,275.50 "," 4,000.00 ",20,,,,,,,,,,,
???????? 6??,ISK10112,,,Chain,M,M,M," 2,927.40 "," 5,000.00 ",20,,,,,,,,,,,
???????? 7??,ISK10113,,,Chain,M,M,M," 4,100.00 "," 7,000.00 ",20,,,,,,,,,,,
???????? 8??,ISK10114,,,Chain,M,M,M," 5,125.00 "," 8,000.00 ",20,,,,,,,,,,,
??? 0.5,ISK10115,,,PAINTER,derm,derm,derm," 2,460.00 ", 500.00 ,30,,,,,,,,,,,
??? 1,ISK10116,,,PAINTER,derm,derm,derm," 3,690.00 "," 1,000.00 ",30,,,,,,,,,,,
??? 1.5,ISK10117,,,PAINTER,derm,derm,derm," 4,920.00 "," 1,000.00 ",30,,,,,,,,,,,
??? 2,ISK10118,,,PAINTER,derm,derm,derm," 5,740.00 "," 1,500.00 ",30,,,,,,,,,,,
??? 2.5,ISK10119,,,PAINTER,derm,derm,derm," 9,020.00 "," 2,000.00 ",30,,,,,,,,,,,
??? 3,ISK10120,,,PAINTER,derm,derm,derm," 9,840.00 "," 2,500.00 ",30,,,,,,,,,,,
??? 4,ISK10121,,,PAINTER,derm,derm,derm," 11,890.00 "," 3,500.00 ",30,,,,,,,,,,,
??????,ISK10122,,,ConEqui,Unit,Unit,Unit," 2,624.00 "," 4,000.00 ",20,,,,,,,,,,,
?????? ,ISK10123,,,ConEqui,Unit,Unit,Unit, 369.00 ," 1,000.00 ",20,,,,,,,,,,,
?????,ISK10124,,,ConEqui,Unit,Unit,Unit," 1,599.00 "," 2,500.00 ",20,,,,,,,,,,,
???? 0.3??,ISK10125,,,Hammer,Unit,Unit,Unit," 2,870.00 "," 4,000.00 ",5,,,,,,,,,,,
???? 0.5??,ISK10126,,,Hammer,Unit,Unit,Unit," 3,280.00 "," 5,000.00 ",5,,,,,,,,,,,
???? 1.5??,ISK10127,,,Hammer,Unit,Unit,Unit," 6,970.00 "," 9,000.00 ",5,,,,,,,,,,,
???? 1??,ISK10128,,,Hammer,Unit,Unit,Unit," 4,510.00 "," 7,000.00 ",5,,,,,,,,,,,
???? 2??,ISK10129,,,Hammer,Unit,Unit,Unit," 7,790.00 "," 10,000.00 ",5,,,,,,,,,,,
???? 3??,ISK10130,,,Hammer,Unit,Unit,Unit," 9,840.00 "," 14,000.00 ",5,,,,,,,,,,,
???? 5??,ISK10131,,,Hammer,Unit,Unit,Unit," 23,370.00 "," 30,000.00 ",5,,,,,,,,,,,
??????,ISK10132,,,ConEqui,Unit,Unit,Unit," 5,805.60 "," 10,000.00 ",5,,,,,,,,,,,
???????????,ISK10133,,,Nail,KG,KG,KG," 3,690.00 "," 6,000.00 ",30,,,,,,,,,,,
?????? 1???,ISK10134,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
?????? 8???,ISK10135,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
?????? 7???,ISK10136,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
?????? 6???,ISK10137,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
?????? 5???,ISK10138,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
?????? 4???,ISK10139,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
?????? 3???,ISK10140,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
????????????,ISK10141,,,Nail,KG,KG,KG," 3,157.00 "," 5,000.00 ",30,,,,,,,,,,,
????????????? ??????,ISK10142,,,Nail,KG,KG,KG," 3,321.00 "," 6,000.00 ",30,,,,,,,,,,,
?????? ??? 4 ,ISK10143,,,D-CHHAP,derm,derm,derm, 861.00 ," 1,000.00 ",20,,,,,,,,,,,
?????? ??? 5,ISK10144,,,D-CHHAP,derm,derm,derm," 1,025.00 "," 1,500.00 ",20,,,,,,,,,,,
?????? ??? 6,ISK10145,,,D-CHHAP,derm,derm,derm," 1,262.80 "," 2,000.00 ",20,,,,,,,,,,,
????? ,ISK10146,,,ConEqui,Unit,Unit,Unit," 4,444.40 "," 6,000.00 ",10,,,,,,,,,,,
?? Osaka,ISK10147,,,ConEqui,Unit,Unit,Unit, 574.00 ," 1,500.00 ",30,,,,,,,,,,,
????????????,ISK10148,,,ConEqui,Unit,Unit,Unit," 2,665.00 "," 4,000.00 ",10,,,,,,,,,,,
?????? ?? 200,ISK10149,,,ConEqui,Unit,Unit,Unit," 8,610.00 "," 12,000.00 ",10,,,,,,,,,,,
??????? ,ISK10150,,,ConEqui,KG,KG,KG," 8,610.00 "," 12,000.00 ",2,,,,,,,,,,,
???????? 102    24,ISK10151,,,TR-JREAK,Krob,Krob,Krob," 1,066.00 "," 2,500.00 ",50,,,,,,,,,,,
???????? 63,ISK10152,,,TR-JREAK,Krob,Krob,Krob, 820.00 ," 1,500.00 ",50,,,,,,,,,,,
???????? 76,ISK10153,,,TR-JREAK,Krob,Krob,Krob, 943.00 ," 2,000.00 ",50,,,,,,,,,,,
?????? ??? 12,ISK10154,,,TR-JREAK,Krob,Krob,Krob, 959.40 ," 1,500.00 ",50,,,,,,,,,,,
????????? 1.2???,ISK10155,,,TR-JREAK,Krob,Krob,Krob," 4,756.00 "," 10,000.00 ",20,,,,,,,,,,,
???????? 1.2???,ISK10156,,,TR-JREAK,Krob,Krob,Krob," 4,756.00 "," 10,000.00 ",20,,,,,,,,,,,
??????? 14   ,ISK10157,,,TR-YOV,Krob,Krob,Krob, 192.70 , 500.00 ,50,,,,,,,,,,,
??????? 16    ,ISK10158,,,TR-YOV,Krob,Krob,Krob, 205.00 , 700.00 ,50,,,,,,,,,,,
??????? ????? ,ISK10159,,,TR-YOV,Krob,Krob,Krob, 492.00 ," 1,000.00 ",50,,,,,,,,,,,
??????? 1.2???,ISK10160,,,ISK01,Krob,Krob,Krob," 3,690.00 "," 5,000.00 ",50,,,,,,,,,,,
??????? 1.5???,ISK10161,,,ISK01,Krob,Krob,Krob," 4,510.00 "," 6,000.00 ",50,,,,,,,,,,,
??????? 1.8???,ISK10162,,,ISK01,Krob,Krob,Krob," 5,740.00 "," 7,000.00 ",50,,,,,,,,,,,
??????? 1??? ????,ISK10163,,,ISK01,Krob,Krob,Krob," 1,640.00 "," 2,500.00 ",50,,,,,,,,,,,
??????? 3.5??? ?????? 25,ISK10164,,,ISK01,Krob,Krob,Krob," 7,708.00 "," 10,000.00 ",50,,,,,,,,,,,
??????? 3.5??? ????? ???? BZ,ISK10165,,,ISK01,Krob,Krob,Krob," 6,560.00 "," 8,500.00 ",50,,,,,,,,,,,
??????? XO 3.5???  ???? ,ISK10166,,,ISK01,Krob,Krob,Krob," 11,152.00 "," 14,000.00 ",50,,,,,,,,,,,
?????? 1.2 ???,ISK10167,,,ISK01,Krob,Krob,Krob," 3,690.00 "," 5,000.00 ",50,,,,,,,,,,,
?????? 1.5???,ISK10168,,,ISK01,Krob,Krob,Krob," 4,510.00 "," 6,000.00 ",50,,,,,,,,,,,
?????? 1.8???,ISK10169,,,ISK01,Krob,Krob,Krob," 5,740.00 "," 8,000.00 ",50,,,,,,,,,,,
?????? 1???,ISK10170,,,ISK01,Krob,Krob,Krob," 2,132.00 "," 3,000.00 ",50,,,,,,,,,,,
?????????????? ???,ISK10171,,,ISK01,Krob,Krob,Krob," 6,396.00 "," 9,000.00 ",10,,,,,,,,,,,
????? ???????,ISK10172,,,ConEqui,Krob,Krob,Krob, 180.40 , 300.00 ,50,,,,,,,,,,,
??????????,ISK10173,,,ConEqui,Krob,Krob,Krob," 2,132.00 "," 4,000.00 ",30,,,,,,,,,,,
????????  ?????? 2.6??,ISK10174,,,ISK02,song,song,song," 9,963.00 "," 13,000.00 ",30,,,,,,,,,,,
????????  ?????? 3.2??,ISK10175,,,ISK02,song,song,song," 17,425.00 "," 22,000.00 ",30,,,,,,,,,,,
???????? ????? 2.6,ISK10176,,,ISK02,song,song,song," 12,915.00 "," 15,000.00 ",30,,,,,,,,,,,
???????? ????? 3.2,ISK10177,,,ISK02,song,song,song," 30,750.00 "," 35,000.00 ",30,,,,,,,,,,,
???? ,ISK10178,,,ConEqui,Unit,Unit,Unit, 656.00 ," 1,000.00 ",50,,,,,,,,,,,
?????????,ISK10179,,,JORB,Unit,Unit,Unit," 11,070.00 "," 15,000.00 ",10,,,,,,,,,,,
?????????,ISK10180,,,JORB,Unit,Unit,Unit," 7,687.50 "," 10,000.00 ",10,,,,,,,,,,,
????????????? 1.8???,ISK10181,,,ISK01,Unit,Unit,Unit," 14,760.00 "," 20,000.00 ",20,,,,,,,,,,,
????????????? 1??? Buson,ISK10182,,,ISK01,Unit,Unit,Unit," 4,920.00 "," 8,000.00 ",20,,,,,,,,,,,
????????????? 1??? ??????????????,ISK10183,,,ISK01,Unit,Unit,Unit," 16,400.00 "," 20,000.00 ",20,,,,,,,,,,,
????????????? 1.8??? ??????,ISK10184,,,ISK01,Unit,Unit,Unit," 6,150.00 "," 8,000.00 ",20,,,,,,,,,,,
???????? ??????,ISK10185,,,ISK01,Unit,Unit,Unit," 20,500.00 "," 25,000.00 ",20,,,,,,,,,,,
???????? ?????,ISK10186,,,ISK01,Unit,Unit,Unit," 1,312.00 "," 2,500.00 ",20,,,,,,,,,,,
????????????? 82,ISK10187,,,ISK01,Unit,Unit,Unit," 14,350.00 "," 18,000.00 ",10,,,,,,,,,,,
????????????? 90,ISK10188,,,ISK01,Unit,Unit,Unit," 14,350.00 "," 18,000.00 ",10,,,,,,,,,,,
?????? 1.5?,ISK10189,,,ConEqui,Unit,Unit,Unit," 6,560.00 "," 8,000.00 ",20,,,,,,,,,,,
?????? 2?,ISK10190,,,ConEqui,Unit,Unit,Unit," 7,790.00 "," 10,000.00 ",20,,,,,,,,,,,
????????????? 2?,ISK10191,,,ConEqui,Unit,Unit,Unit," 18,450.00 "," 24,000.00 ",20,,,,,,,,,,,
?????? 3? ,ISK10192,,,ConEqui,Unit,Unit,Unit," 2,706.00 "," 4,000.00 ",10,,,,,,,,,,,
?????? 3? ???,ISK10193,,,ConEqui,Unit,Unit,Unit," 3,403.00 "," 6,000.00 ",10,,,,,,,,,,,
?????? 5? ???,ISK10194,,,ConEqui,Unit,Unit,Unit," 4,100.00 "," 7,000.00 ",10,,,,,,,,,,,
?????? 5?*12,ISK10195,,,ConEqui,Unit,Unit,Unit," 3,403.00 "," 5,000.00 ",10,,,,,,,,,,,
?????? 7.5? ???,ISK10196,,,ConEqui,Unit,Unit,Unit," 7,175.00 "," 10,000.00 ",10,,,,,,,,,,,
?????? 7.5?,ISK10197,,,ConEqui,Unit,Unit,Unit," 5,453.00 "," 7,000.00 ",10,,,,,,,,,,,
????????? 3???,ISK10198,,,ConEqui,Unit,Unit,Unit," 4,444.40 "," 7,000.00 ",10,,,,,,,,,,,
??????????? ??? 4???,ISK10199,,,ConEqui,Unit,Unit,Unit," 7,380.00 "," 7,000.00 ",10,,,,,,,,,,,
??????????? ??? 5???,ISK10200,,,ConEqui,Unit,Unit,Unit," 7,790.00 "," 10,000.00 ",10,,,,,,,,,,,
??????????? ??? 6???,ISK10201,,,ConEqui,Unit,Unit,Unit," 8,200.00 "," 12,000.00 ",10,,,,,,,,,,,
???????????,ISK10202,,,ConEqui,Unit,Unit,Unit," 4,510.00 "," 7,000.00 ",10,,,,,,,,,,,
???????? 2.5???,ISK10203,,,ConEqui,Unit,Unit,Unit," 4,100.00 "," 6,000.00 ",10,,,,,,,,,,,
