Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
?? 114 KAP,ISK10413,,,ISK06,Krob,Krob,Krob," 27,798.00 "," 15,000.00 ",20,,,,,,,,,,,
?? 125,ISK10414,,,ISK06,Krob,Krob,Krob, 336.20 ," 35,000.00 ",20,,,,,,,,,,,
?? 21,ISK10415,,,ISK06,Krob,Krob,Krob, 721.60 , 700.00 ,20,,,,,,,,,,,
?? 21 ?????????,ISK10416,,,ISK06,Krob,Krob,Krob, 496.10 ," 1,500.00 ",20,,,,,,,,,,,
?? 27,ISK10417,,,ISK06,Krob,Krob,Krob," 1,389.90 "," 1,000.00 ",20,,,,,,,,,,,
?? 27*21,ISK10418,,,ISK06,Krob,Krob,Krob, 996.30 ," 2,500.00 ",20,,,,,,,,,,,
?? 34,ISK10419,,,ISK06,Krob,Krob,Krob," 1,061.90 "," 2,000.00 ",20,,,,,,,,,,,
?? 34*21,ISK10420,,,ISK06,Krob,Krob,Krob," 1,467.80 "," 2,000.00 ",20,,,,,,,,,,,
?? 42,ISK10421,,,ISK06,Krob,Krob,Krob," 1,894.20 "," 3,000.00 ",20,,,,,,,,,,,
?? 49,ISK10422,,,ISK06,Krob,Krob,Krob," 2,542.00 "," 3,500.00 ",20,,,,,,,,,,,
?? 49*21,ISK10423,,,ISK06,Krob,Krob,Krob," 2,525.60 "," 3,500.00 ",20,,,,,,,,,,,
?? 49*27,ISK10424,,,ISK06,Krob,Krob,Krob," 2,595.30 "," 3,500.00 ",20,,,,,,,,,,,
?? 49*34,ISK10425,,,ISK06,Krob,Krob,Krob," 1,316.10 "," 4,500.00 ",20,,,,,,,,,,,
?? 60,ISK10426,,,ISK06,Krob,Krob,Krob," 3,743.30 "," 4,000.00 ",20,,,,,,,,,,,
?? 60*34,ISK10427,,,ISK06,Krob,Krob,Krob," 2,603.50 "," 5,000.00 ",20,,,,,,,,,,,
?? 65,ISK10428,,,ISK06,Krob,Krob,Krob," 3,407.10 "," 4,000.00 ",20,,,,,,,,,,,
?? 90,ISK10429,,,ISK06,Krob,Krob,Krob," 5,043.00 "," 5,000.00 ",20,,,,,,,,,,,
?? 90 KAP,ISK10430,,,ISK06,Krob,Krob,Krob," 3,690.00 "," 7,000.00 ",20,,,,,,,,,,,
?? 90*49,ISK10431,,,ISK06,Krob,Krob,Krob," 1,799.90 "," 7,000.00 ",20,,,,,,,,,,,
????????????? ????? 21,ISK10432,,,ISK06,Krob,Krob,Krob," 2,775.70 "," 2,500.00 ",20,,,,,,,,,,,
????????????? ????? 27,ISK10433,,,ISK06,Krob,Krob,Krob," 2,775.70 "," 4,000.00 ",20,,,,,,,,,,,
????????????? ???? 21,ISK10434,,,ISK06,Krob,Krob,Krob," 3,329.20 "," 4,000.00 ",20,,,,,,,,,,,
????????????? ???? 27,ISK10435,,,ISK06,Krob,Krob,Krob," 1,394.00 "," 4,000.00 ",20,,,,,,,,,,,
?????? 1.0??? ???,ISK10436,,,ISK06,Krob,Krob,Krob," 2,501.00 "," 4,000.00 ",20,,,,,,,,,,,
?????? 1.5 ??? ???,ISK10437,,,ISK06,Krob,Krob,Krob," 6,781.40 "," 6,000.00 ",20,,,,,,,,,,,
??????????? 1.2???,ISK10438,,,ISK06,Krob,Krob,Krob," 3,550.60 "," 20,000.00 ",20,,,,,,,,,,,
??? 100,ISK10439,,,ISK06,Krob,Krob,Krob," 4,259.90 "," 5,000.00 ",20,,,,,,,,,,,
??? 100*49,ISK10440,,,ISK06,Krob,Krob,Krob," 4,259.90 "," 7,000.00 ",20,,,,,,,,,,,
??? 100*60,ISK10441,,,ISK06,Krob,Krob,Krob," 4,973.30 "," 7,000.00 ",20,,,,,,,,,,,
??? 114*90,ISK10442,,,ISK06,Krob,Krob,Krob, 213.20 ," 8,000.00 ",20,,,,,,,,,,,
??? 21,ISK10443,,,ISK06,Krob,Krob,Krob, 295.20 , 500.00 ,20,,,,,,,,,,,
??? 27,ISK10444,,,ISK06,Krob,Krob,Krob, 319.80 ," 1,000.00 ",20,,,,,,,,,,,
??? 27*21,ISK10445,,,ISK06,Krob,Krob,Krob, 496.10 , 500.00 ,20,,,,,,,,,,,
??? 34,ISK10446,,,ISK06,Krob,Krob,Krob, 471.50 ," 1,000.00 ",20,,,,,,,,,,,
??? 34*21,ISK10447,,,ISK06,Krob,Krob,Krob, 471.50 ," 1,500.00 ",20,,,,,,,,,,,
??? 34*27,ISK10448,,,ISK06,Krob,Krob,Krob, 709.30 ," 1,500.00 ",20,,,,,,,,,,,
??? 42,ISK10449,,,ISK06,Krob,Krob,Krob, 803.60 ," 1,500.00 ",20,,,,,,,,,,,
??? 42*21,ISK10450,,,ISK06,Krob,Krob,Krob, 803.60 ," 2,500.00 ",20,,,,,,,,,,,
??? 42*27,ISK10451,,,ISK06,Krob,Krob,Krob, 803.60 ," 2,500.00 ",20,,,,,,,,,,,
??? 42*34,ISK10452,,,ISK06,Krob,Krob,Krob, 639.60 ," 2,500.00 ",20,,,,,,,,,,,
??? 49,ISK10453,,,ISK06,Krob,Krob,Krob, 996.30 ," 2,000.00 ",20,,,,,,,,,,,
??? 49*21,ISK10454,,,ISK06,Krob,Krob,Krob, 996.30 ," 2,000.00 ",20,,,,,,,,,,,
??? 49*27,ISK10455,,,ISK06,Krob,Krob,Krob, 996.30 ," 2,000.00 ",20,,,,,,,,,,,
??? 49*34,ISK10456,,,ISK06,Krob,Krob,Krob," 1,041.40 "," 2,000.00 ",20,,,,,,,,,,,
??? 49*42,ISK10457,,,ISK06,Krob,Krob,Krob," 1,467.80 "," 2,000.00 ",20,,,,,,,,,,,
??? 60,ISK10458,,,ISK06,Krob,Krob,Krob," 1,467.80 "," 2,500.00 ",20,,,,,,,,,,,
??? 60*21,ISK10459,,,ISK06,Krob,Krob,Krob," 1,467.80 "," 2,500.00 ",20,,,,,,,,,,,
??? 60*27,ISK10460,,,ISK06,Krob,Krob,Krob," 1,467.80 "," 2,500.00 ",20,,,,,,,,,,,
??? 60*34,ISK10461,,,ISK06,Krob,Krob,Krob," 1,656.40 "," 2,500.00 ",20,,,,,,,,,,,
??? 60*49,ISK10462,,,ISK06,Krob,Krob,Krob," 1,562.10 "," 3,000.00 ",20,,,,,,,,,,,
??? 75,ISK10463,,,ISK06,Krob,Krob,Krob," 2,365.70 "," 3,000.00 ",20,,,,,,,,,,,
??? 90,ISK10464,,,ISK06,Krob,Krob,Krob," 2,513.30 "," 4,000.00 ",20,,,,,,,,,,,
??? 90*49,ISK10465,,,ISK06,Krob,Krob,Krob," 2,603.50 "," 4,000.00 ",20,,,,,,,,,,,
??? 90*60,ISK10466,,,ISK06,Krob,Krob,Krob, 135.30 ," 4,000.00 ",20,,,,,,,,,,,
???????????21,ISK10467,,,ISK06,Krob,Krob,Krob, 225.50 , 500.00 ,20,,,,,,,,,,,
????????????? 21,ISK10468,,,ISK06,Krob,Krob,Krob, 656.00 , 500.00 ,20,,,,,,,,,,,
????????????? 34,ISK10469,,,ISK06,Krob,Krob,Krob, 336.20 ," 2,000.00 ",20,,,,,,,,,,,
?????????????27,ISK10470,,,ISK06,Krob,Krob,Krob, 209.10 ," 1,500.00 ",20,,,,,,,,,,,
???????????? 21,ISK10471,,,ISK06,Krob,Krob,Krob, 328.00 , 500.00 ,20,,,,,,,,,,,
???????????? 27,ISK10472,,,ISK06,Krob,Krob,Krob, 451.00 ," 1,500.00 ",20,,,,,,,,,,,
???????????? 34,ISK10473,,,ISK06,Krob,Krob,Krob, 902.00 ," 1,500.00 ",20,,,,,,,,,,,
???????????? 42,ISK10474,,,ISK06,Krob,Krob,Krob," 1,066.00 "," 2,000.00 ",20,,,,,,,,,,,
???????????? 49,ISK10475,,,ISK06,Krob,Krob,Krob," 1,476.00 "," 2,500.00 ",20,,,,,,,,,,,
???????????? 60,ISK10476,,,ISK06,Krob,Krob,Krob," 1,246.40 "," 3,000.00 ",20,,,,,,,,,,,
?????????????? ????? 21,ISK10477,,,ISK06,Krob,Krob,Krob," 1,943.40 "," 2,000.00 ",20,,,,,,,,,,,
?????????????? ????? 27,ISK10478,,,ISK06,Krob,Krob,Krob," 4,727.30 "," 3,000.00 ",20,,,,,,,,,,,
?????????????? ????? 34,ISK10479,,,ISK06,Krob,Krob,Krob," 1,943.40 "," 6,000.00 ",20,,,,,,,,,,,
?????????????? ???? 21,ISK10480,,,ISK06,Krob,Krob,Krob," 2,906.90 "," 3,000.00 ",20,,,,,,,,,,,
?????????????? ???? 27,ISK10481,,,ISK06,Krob,Krob,Krob, 303.40 ," 4,000.00 ",20,,,,,,,,,,,
???????? 5?,ISK10482,,,ISK06,Krob,Krob,Krob," 1,127.50 "," 1,000.00 ",20,,,,,,,,,,,
??????? ??? ??????,ISK10483,,,ISK06,Krob,Krob,Krob," 6,642.00 "," 2,500.00 ",20,,,,,,,,,,,
??????? ?????? 27,ISK10484,,,ISK06,Krob,Krob,Krob," 18,450.00 "," 8,000.00 ",20,,,,,,,,,,,
??????? 16,ISK10485,,,ISK06,Krob,Krob,Krob," 22,550.00 "," 22,000.00 ",20,,,,,,,,,,,
??????? 20,ISK10486,,,ISK06,Krob,Krob,Krob," 33,620.00 "," 28,000.00 ",20,,,,,,,,,,,
??????? 25,ISK10487,,,ISK06,Krob,Krob,Krob," 19,967.00 "," 40,000.00 ",20,,,,,,,,,,,
??????? 16 50?,ISK10488,,,ISK06,Krob,Krob,Krob," 9,184.00 "," 25,000.00 ",20,,,,,,,,,,,
??????? 20 50?,ISK10489,,,IronSq,derm,derm,derm," 7,380.00 "," 30,000.00 ",20,,,,,,,,,,,
??????? 25 50?,ISK10490,,,IronSq,derm,derm,derm," 9,389.00 "," 45,000.00 ",20,,,,,,,,,,,
???????? 114,ISK10491,,,IronSq,derm,derm,derm," 14,965.00 "," 28,000.00 ",20,,,,,,,,,,,
???????? 65,ISK10492,,,IronSq,derm,derm,derm," 12,177.00 "," 15,000.00 ",20,,,,,,,,,,,
??????? ??????? ??? 21,ISK10493,,,IronSq,derm,derm,derm," 16,400.00 "," 18,000.00 ",20,,,,,,,,,,,
??????? ??????? ?? 27,ISK10494,,,IronSq,derm,derm,derm," 16,810.00 "," 25,000.00 ",20,,,,,,,,,,,
??? ????????????? 16,ISK10495,,,IronSq,derm,derm,derm," 14,965.00 ", 500.00 ,20,,,,,,,,,,,
??? ????????????? 20,ISK10496,,,IronSq,derm,derm,derm," 21,115.00 "," 1,000.00 ",20,,,,,,,,,,,
??? ????????????? 25,ISK10497,,,IronSq,derm,derm,derm," 22,222.00 "," 1,500.00 ",20,,,,,,,,,,,
??????? ????????????? 16,ISK10498,,,IronSq,derm,derm,derm," 28,085.00 ", 500.00 ,20,,,,,,,,,,,
??????? ????????????? 20,ISK10499,,,IronSq,derm,derm,derm," 38,335.00 "," 1,000.00 ",20,,,,,,,,,,,
??????? ????????????? 25,ISK10500,,,IronSq,derm,derm,derm," 48,790.00 "," 1,500.00 ",20,,,,,,,,,,,
??? ????????????? 16,ISK10501,,,IronSq,derm,derm,derm," 47,765.00 ", 500.00 ,20,,,,,,,,,,,
??? ????????????? 20,ISK10502,,,IronSq,derm,derm,derm," 63,550.00 "," 1,000.00 ",20,,,,,,,,,,,
??? ????????????? 25,ISK10503,,,IronSq,derm,derm,derm," 84,870.00 "," 1,500.00 ",20,,,,,,,,,,,
?? ????????????? 16,ISK10504,,,ISK07,derm,derm,derm," 14,641.10 "," 1,000.00 ",20,,,,,,,,,,,
?? ????????????? 20,ISK10505,,,ISK07,derm,derm,derm," 20,869.00 "," 1,500.00 ",20,,,,,,,,,,,
?? ????????????? 25,ISK10506,,,ISK07,derm,derm,derm," 28,486.80 "," 2,000.00 ",20,,,,,,,,,,,
???????????? ????????????? 16,ISK10507,,,ISK07,derm,derm,derm," 37,117.30 "," 2,000.00 ",20,,,,,,,,,,,
???????????? ????????????? 20,ISK10508,,,ISK07,derm,derm,derm," 13,804.70 "," 2,500.00 ",20,,,,,,,,,,,
???????????? ????????????? 25,ISK10509,,,ISK07,derm,derm,derm," 19,667.70 "," 3,000.00 ",20,,,,,,,,,,,
????????????? ????????????? 16,ISK10510,,,ISK07,derm,derm,derm," 26,846.80 "," 2,000.00 ",20,,,,,,,,,,,
????????????? ????????????? 20,ISK10511,,,ISK07,derm,derm,derm," 34,981.20 "," 2,500.00 ",20,,,,,,,,,,,
????????????? ????????????? 25,ISK10512,,,ISK07,KG,KG,KG," 2,296.00 "," 3,000.00 ",20,,,,,,,,,,,
???????,ISK10513,,,ISK07,KG,KG,KG," 2,853.60 "," 3,700.00 ",20,,,,,,,,,,,
????? 4??,ISK10514,,,ISK07,KG,KG,KG," 2,644.50 "," 3,300.00 ",20,,,,,,,,,,,
??????????  L309,ISK10515,,,ISK08,Unit,Unit,Unit," 45,100.00 "," 60,000.00 ",20,,,,,,,,,,,
???? Seven C309,ISK10516,,,ISK08,Unit,Unit,Unit," 36,900.00 "," 80,000.00 ",20,,,,,,,,,,,
???? C310,ISK10517,,,ISK08,Unit,Unit,Unit," 43,050.00 "," 120,000.00 ",20,,,,,,,,,,,
???? D513,ISK10518,,,ISK08,Unit,Unit,Unit," 32,800.00 "," 50,000.00 ",20,,,,,,,,,,,
?????????????  5star A802NC,ISK10519,,,ISK08,Unit,Unit,Unit," 217,300.00 "," 280,000.00 ",20,,,,,,,,,,,
????????? Gusto A6810NC,ISK10520,,,ISK08,Unit,Unit,Unit," 266,500.00 "," 345,000.00 ",20,,,,,,,,,,,
???????????????? 3L/6L,ISK10521,,,ISK08,Unit,Unit,Unit," 348,500.00 "," 445,000.00 ",20,,,,,,,,,,,
????????? Gusto A6856NC,ISK10522,,,ISK08,Unit,Unit,Unit," 389,500.00 "," 490,000.00 ",20,,,,,,,,,,,
????????? Gusto A6332NC,ISK10523,,,ISK08,Unit,Unit,Unit," 389,500.00 "," 490,000.00 ",20,,,,,,,,,,,
????????? ???? H414,ISK10524,,,ISK08,Unit,Unit,Unit," 143,500.00 "," 240,000.00 ",20,,,,,,,,,,,
????????? ??? Seven Star LX660,ISK10525,,,ISK08,Unit,Unit,Unit," 143,500.00 "," 240,000.00 ",20,,,,,,,,,,,
????21,ISK10526,,,ISK06,Krob,Krob,Krob," 1,701.50 "," 2,500.00 ",20,,,,,,,,,,,
????27 Apple,ISK10527,,,ISK06,Krob,Krob,Krob," 2,419.00 "," 3,500.00 ",20,,,,,,,,,,,
????34,ISK10528,,,ISK06,Krob,Krob,Krob," 3,280.00 "," 5,000.00 ",20,,,,,,,,,,,
????42,ISK10529,,,ISK06,Krob,Krob,Krob," 6,150.00 "," 9,000.00 ",20,,,,,,,,,,,
????49,ISK10530,,,ISK06,Krob,Krob,Krob," 9,635.00 "," 13,000.00 ",20,,,,,,,,,,,
????60,ISK10531,,,ISK06,Krob,Krob,Krob," 13,120.00 "," 18,000.00 ",20,,,,,,,,,,,
21- 18MM ??????5.0,ISK10532,,,ISK07,derm,derm,derm," 2,583.00 "," 3,500.00 ",50,,,,,,,,,,,
21- 18MM?????? 8.5,ISK10533,,,ISK07,derm,derm,derm," 4,510.00 "," 5,500.00 ",50,,,,,,,,,,,
21- 18MM Apple 8.5,ISK10534,,,ISK07,derm,derm,derm," 5,428.40 "," 6,500.00 ",30,,,,,,,,,,,
21- 18MM Apple 13.5,ISK10535,,,ISK07,derm,derm,derm," 3,034.00 "," 8,500.00 ",50,,,,,,,,,,,
27- 20MM??????5.0,ISK10536,,,ISK07,derm,derm,derm," 5,330.00 "," 4,500.00 ",50,,,,,,,,,,,
27- 20MM ??????8.5,ISK10537,,,ISK07,derm,derm,derm," 6,027.00 "," 6,500.00 ",50,,,,,,,,,,,
27-20MM Apple 8.5,ISK10538,,,ISK07,derm,derm,derm," 6,478.00 "," 8,000.00 ",50,,,,,,,,,,,
27-20MM Apple 13.5,ISK10539,,,ISK07,derm,derm,derm," 4,428.00 "," 10,000.00 ",50,,,,,,,,,,,
34- 25MM??????5.0,ISK10540,,,ISK07,derm,derm,derm," 7,380.00 "," 6,000.00 ",50,,,,,,,,,,,
34-25 MM ??????8.5,ISK10541,,,ISK07,derm,derm,derm," 5,617.00 "," 9,000.00 ",50,,,,,,,,,,,
42- 35MM??????5.0,ISK10542,,,ISK07,derm,derm,derm," 6,355.00 "," 7,000.00 ",30,,,,,,,,,,,
42- 35MM?????? 8.5,ISK10543,,,ISK07,derm,derm,derm," 10,332.00 "," 10,000.00 ",30,,,,,,,,,,,
49-40MM??????5.0,ISK10544,,,ISK07,derm,derm,derm," 8,159.00 "," 8,000.00 ",30,,,,,,,,,,,
49-40MM ?????? 8.5,ISK10545,,,ISK07,derm,derm,derm," 15,990.00 "," 13,000.00 ",30,,,,,,,,,,,
60-55MM??????5.0,ISK10546,,,ISK07,derm,derm,derm," 13,981.00 "," 10,000.00 ",30,,,,,,,,,,,
60-55MM ?????? 8.5,ISK10547,,,ISK07,derm,derm,derm," 12,710.00 "," 20,000.00 ",30,,,,,,,,,,,
75-65MM??????5.0,ISK10548,,,ISK07,derm,derm,derm," 15,785.00 "," 15,000.00 ",30,,,,,,,,,,,
90-80MM??????5.0,ISK10549,,,ISK07,derm,derm,derm," 33,620.00 "," 20,000.00 ",30,,,,,,,,,,,
90-80MM ?????? 8.5,ISK10550,,,ISK07,derm,derm,derm," 23,165.00 "," 40,000.00 ",30,,,,,,,,,,,
100-114MM ??????5.0,ISK10551,,,ISK07,derm,derm,derm," 36,900.00 "," 28,000.00 ",10,,,,,,,,,,,
125-120MM??????5.0,ISK10552,,,ISK07,derm,derm,derm," 49,077.00 "," 45,000.00 ",10,,,,,,,,,,,
125-120MM ????? 5.0,ISK10553,,,ISK07,derm,derm,derm," 98,400.00 "," 60,000.00 ",10,,,,,,,,,,,
125-120mm ?????? 8.5,ISK10554,,,ISK07,derm,derm,derm," 43,050.00 "," 100,000.00 ",10,,,,,,,,,,,
1252-120mm ????? 8.5,ISK10555,,,ISK07,derm,derm,derm," 111,930.00 "," 110,000.00 ",10,,,,,,,,,,,
165-150MM??????,ISK10556,,,ISK07,derm,derm,derm," 79,950.00 "," 50,000.00 ",10,,,,,,,,,,,
165-150MM ?????? 8.5,ISK10557,,,ISK07,derm,derm,derm," 279,825.00 "," 130,000.00 ",5,,,,,,,,,,,
200 ?????? 5.0,ISK10558,,,ISK07,derm,derm,derm," 347,639.00 "," 95,000.00 ",2,,,,,,,,,,,
250,ISK10559,,,ISK07,derm,derm,derm," 29,110.00 "," 328,000.00 ",30,,,,,,,,,,,
300,ISK10560,,,ISK07,derm,derm,derm," 45,100.00 "," 410,000.00 ",30,,,,,,,,,,,
90-80MM ?????,ISK10561,,,ISK07,derm,derm,derm," 11,857.20 "," 33,000.00 ",30,,,,,,,,,,,
114 MM ?????,ISK10562,,,ISK07,derm,derm,derm," 31,160.00 "," 50,000.00 ",30,,,,,,,,,,,
????? 49 ?????,ISK10563,,,ISK07,derm,derm,derm," 31,160.00 "," 13,000.00 ",30,,,,,,,,,,,
????? 90 ?????,ISK10564,,,ISK07,derm,derm,derm," 45,141.00 "," 34,000.00 ",30,,,,,,,,,,,
????? 90 ????? ??????,ISK10565,,,ISK07,derm,derm,derm," 44,731.00 "," 35,000.00 ",30,,,,,,,,,,,
????? 114 ????? ??????,ISK10566,,,ISK07,derm,derm,derm," 104,550.00 "," 48,000.00 ",30,,,,,,,,,,,
????? 114 ?????,ISK10567,,,ISK06,derm,derm,derm," 4,067.20 "," 48,000.00 ",20,,,,,,,,,,,
????? 125 ????? 8.5,ISK10568,,,ISK06,derm,derm,derm," 2,935.60 "," 115,000.00 ",20,,,,,,,,,,,
???? 125 8.5,ISK10569,,,ISK06,derm,derm,derm," 2,714.20 "," 105,000.00 ",20,,,,,,,,,,,
???????????????? 25,ISK10570,,,ISK08,Unit,Unit,Unit," 149,650.00 "," 5,000.00 ",2,,,,,,,,,,,
???????????????? 20,ISK10571,,,ISK08,Unit,Unit,Unit," 112,750.00 "," 4,000.00 ",2,,,,,,,,,,,
???????????????? 16,ISK10572,,,ISK08,Unit,Unit,Unit," 168,100.00 "," 3,500.00 ",2,,,,,,,,,,,
200L ???,ISK10573,,,ISK08,Unit,Unit,Unit," 131,200.00 "," 180,000.00 ",2,,,,,,,,,,,
200L ?? ,ISK10574,,,ISK08,Unit,Unit,Unit," 223,450.00 "," 140,000.00 ",2,,,,,,,,,,,
300L ???,ISK10575,,,ISK08,Unit,Unit,Unit," 260,350.00 "," 200,000.00 ",2,,,,,,,,,,,
300L ??,ISK10576,,,ISK08,Unit,Unit,Unit," 2,460,000.00 "," 180,000.00 ",2,,,,,,,,,,,
500L ??,ISK10577,,,ISK08,Unit,Unit,Unit," 1,927,000.00 "," 260,000.00 ",2,,,,,,,,,,,
500L ???,ISK10578,,,ISK08,Unit,Unit,Unit," 537,100.00 "," 300,000.00 ",2,,,,,,,,,,,
700L ???,ISK10579,,,ISK08,Unit,Unit,Unit," 444,850.00 "," 380,000.00 ",2,,,,,,,,,,,
1000 L ?????? ??? C,ISK10580,,,ISK08,Unit,Unit,Unit," 500,200.00 "," 680,000.00 ",2,,,,,,,,,,,
1000 L ???,ISK10581,,,ISK08,Unit,Unit,Unit," 684,700.00 "," 600,000.00 ",2,,,,,,,,,,,
1000L ??,ISK10582,,,ISK08,Unit,Unit,Unit," 574,000.00 "," 520,000.00 ",2,,,,,,,,,,,
1200L ??,ISK10583,,,ISK08,Unit,Unit,Unit," 869,200.00 "," 580,000.00 ",2,,,,,,,,,,,
1500L ?? A,ISK10584,,,ISK08,Unit,Unit,Unit," 758,500.00 "," 640,000.00 ",2,,,,,,,,,,,
1500L ?? B,ISK10585,,,ISK08,Unit,Unit,Unit," 315,700.00 "," 800,000.00 ",2,,,,,,,,,,,
1500L ?? C,ISK10586,,,ISK08,Unit,Unit,Unit," 537,100.00 "," 960,000.00 ",2,,,,,,,,,,,
1500L ?????? ??? A,ISK10587,,,ISK08,Unit,Unit,Unit," 629,350.00 "," 720,000.00 ",2,,,,,,,,,,,
1500L ???,ISK10588,,,ISK08,Unit,Unit,Unit," 758,500.00 "," 760,000.00 ",2,,,,,,,,,,,
1500L ??,ISK10589,,,ISK08,Unit,Unit,Unit," 647,800.00 "," 600,000.00 ",2,,,,,,,,,,,
2000L ???,ISK10590,,,ISK08,Unit,Unit,Unit," 1,016,800.00 "," 1,000,000.00 ",2,,,,,,,,,,,
2000L ??,ISK10591,,,ISK08,Unit,Unit,Unit," 1,275,100.00 "," 840,000.00 ",2,,,,,,,,,,,
500L ??? ???,ISK10592,,,ISK08,Unit,Unit,Unit," 1,533,400.00 "," 360,000.00 ",2,,,,,,,,,,,
1000L ?? ???,ISK10593,,,ISK08,Unit,Unit,Unit," 2,919,200.00 "," 640,000.00 ",2,,,,,,,,,,,
1000L ??? ???,ISK10594,,,KLAK,Unit,Unit,Unit," 217,300.00 "," 760,000.00 ",1,,,,,,,,,,,
1500L ??? ???,ISK10595,,,KLAK,Unit,Unit,Unit," 299,300.00 "," 920,000.00 ",1,,,,,,,,,,,
1500L ?? ???,ISK10596,,,KLAK,Unit,Unit,Unit," 451,000.00 "," 760,000.00 ",1,,,,,,,,,,,
???????????????????? ???,ISK10597,,,KLAK,Unit,Unit,Unit," 19,680.00 "," 32,000.00 ",1,,,,,,,,,,,
???????????????????? ???,ISK10598,,,MNEQUIP,Unit,Unit,Unit," 5,740.00 "," 12,000.00 ",2,,,,,,,,,,,
?????? USA 2???,ISK10599,,,MNEQUIP,Unit,Unit,Unit," 217,300.00 "," 30,000.00 ",5,,,,,,,,,,,
?????? USA 3T,ISK10600,,,MNEQUIP,Unit,Unit,Unit," 299,300.00 "," 400,000.00 ",5,,,,,,,,,,,
?????? USA 5T,ISK10601,,,MNEQUIP,Unit,Unit,Unit," 451,000.00 "," 540,000.00 ",5,,,,,,,,,,,
????????? 1???,ISK10602,,,MNEQUIP,Unit,Unit,Unit," 94,300.00 "," 140,000.00 ",5,,,,,,,,,,,
????????????????? ?,ISK10603,,,MNEQUIP,Unit,Unit,Unit," 6,970.00 "," 10,000.00 ",5,,,,,,,,,,,
??????????? 13??,ISK10604,,,HAMMER,Unit,Unit,Unit," 9,020.00 "," 12,000.00 ",5,,,,,,,,,,,
?????????? ? 16,ISK10605,,,HAMMER,Unit,Unit,Unit," 13,530.00 "," 18,000.00 ",5,,,,,,,,,,,
???????????? ???,ISK10606,,,HAMMER,Unit,Unit,Unit," 2,050.00 "," 3,000.00 ",5,,,,,,,,,,,
????????? 35?? 100?,ISK10607,,,HAMMER,Unit,Unit,Unit," 5,002.00 "," 7,000.00 ",5,,,,,,,,,,,
????????? 50?? ,ISK10608,,,HAMMER,Unit,Unit,Unit," 8,405.00 "," 12,000.00 ",5,,,,,,,,,,,
???? 0.5?? ???,ISK10609,,,ConEqui,Unit,Unit,Unit," 6,970.00 "," 9,000.00 ",5,,,,,,,,,,,
???? 1.5?? 4?????,ISK10610,,,ConEqui,Unit,Unit,Unit," 13,530.00 "," 18,000.00 ",5,,,,,,,,,,,
???? 1?? 4?????,ISK10611,,,MNEQUIP,Unit,Unit,Unit," 11,480.00 "," 16,000.00 ",5,,,,,,,,,,,
???? 1?? ?????????,ISK10612,,,MNEQUIP,Unit,Unit,Unit," 11,070.00 "," 15,000.00 ",5,,,,,,,,,,,
???? 2?? 4?????,ISK10613,,,MNEQUIP,Unit,Unit,Unit," 15,170.00 "," 20,000.00 ",5,,,,,,,,,,,
?????  ????,ISK10614,,,MNEQUIP,Unit,Unit,Unit," 4,510.00 "," 6,000.00 ",5,,,,,,,,,,,
????? ???,ISK10615,,,MNEQUIP,Unit,Unit,Unit," 5,740.00 "," 8,000.00 ",5,,,,,,,,,,,
??????????????? 6,ISK10616,,,MNEQUIP,Unit,Unit,Unit," 4,920.00 "," 7,000.00 ",5,,,,,,,,,,,
