Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
????????? ??? ?????,ISK10808,,,ISK11,Unit,Unit,Unit," 7,790.00 "," 12,000.00 ",5,,,,,,,,,,,
????????? ?? SUNWA ??????,ISK10809,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 28,000.00 ",5,,,,,,,,,,,
????????? ?? ?????,ISK10810,,,ISK11,Unit,Unit,Unit," 7,790.00 "," 16,000.00 ",5,,,,,,,,,,,
????????? ??? ,ISK10811,,,ISK11,Unit,Unit,Unit," 1,640.00 "," 4,000.00 ",5,,,,,,,,,,,
????????? ??????,ISK10812,,,ISK11,Unit,Unit,Unit," 2,050.00 "," 4,000.00 ",5,,,,,,,,,,,
?????????? ??? ,ISK10813,,,ISK11,Unit,Unit,Unit," 2,050.00 "," 4,000.00 ",5,,,,,,,,,,,
?????????? ??????,ISK10814,,,ISK11,Unit,Unit,Unit," 2,460.00 "," 4,000.00 ",5,,,,,,,,,,,
?????? 3.75L K-17285,ISK10815,,,ISK11,Unit,Unit,Unit," 373,100.00 "," 440,000.00 ",5,,,,,,,,,,,
????????????? CRYSTAL ?,ISK10816,,,ISK11,Unit,Unit,Unit," 90,200.00 "," 140,000.00 ",5,,,,,,,,,,,
????????????? HC + ???????,ISK10817,,,ISK11,Unit,Unit,Unit," 65,600.00 "," 120,000.00 ",5,,,,,,,,,,,
????????????? MATO+ ???????,ISK10818,,,ISK11,Unit,Unit,Unit," 94,300.00 "," 140,000.00 ",5,,,,,,,,,,,
????????????????? K-2550= 17044 ,ISK10819,,,ISK11,Unit,Unit,Unit," 135,300.00 "," 162,000.00 ",5,,,,,,,,,,,
????????? ???? 3.75L - K-12441x,ISK10820,,,ISK11,Unit,Unit,Unit," 381,300.00 "," 470,000.00 ",5,,,,,,,,,,,
????????? ???? 3.75L - K-6357,ISK10821,,,ISK11,Unit,Unit,Unit," 352,600.00 "," 400,000.00 ",5,,,,,,,,,,,
????????? ???? ?????????? 3.5? 013,ISK10822,,,ISK11,Unit,Unit,Unit," 221,400.00 "," 260,000.00 ",5,,,,,,,,,,,
????????? ??? 4.8L - K-6359x,ISK10823,,,ISK11,Unit,Unit,Unit," 352,600.00 "," 450,000.00 ",5,,,,,,,,,,,
????????? ??? ?????????? 3.5? 1201,ISK10824,,,ISK11,Unit,Unit,Unit," 237,800.00 "," 280,000.00 ",5,,,,,,,,,,,
????????? ?????? ?????????? 3.5? 04,ISK10825,,,ISK11,Unit,Unit,Unit," 213,200.00 "," 260,000.00 ",5,,,,,,,,,,,
??????????-3.75L ??? K-45535,ISK10826,,,ISK11,Unit,Unit,Unit," 360,800.00 "," 440,000.00 ",5,,,,,,,,,,,
????????? ???? ??????? 17285,ISK10827,,,ISK11,Unit,Unit,Unit," 377,200.00 "," 460,000.00 ",5,,,,,,,,,,,
????????? 3.75 ??????  K 99293x ???? ???? ,ISK10828,,,ISK11,Unit,Unit,Unit," 405,900.00 "," 480,000.00 ",5,,,,,,,,,,,
????????? ?????? ??????????,ISK10829,,,ISK11,Unit,Unit,Unit," 31,980.00 "," 52,000.00 ",5,,,,,,,,,,,
????????? ??? ? ?????,ISK10830,,,ISK11,Unit,Unit,Unit," 32,800.00 "," 52,000.00 ",5,,,,,,,,,,,
????????? ??? ??????,ISK10831,,,ISK11,Unit,Unit,Unit," 28,700.00 "," 52,000.00 ",5,,,,,,,,,,,
????????? ???? ???????????,ISK10832,,,ISK11,Unit,Unit,Unit," 31,980.00 "," 52,000.00 ",5,,,,,,,,,,,
????????? Karat,ISK10833,,,ISK11,Unit,Unit,Unit," 73,800.00 "," 100,000.00 ",5,,,,,,,,,,,
??????? ???? karat BA 01-50,ISK10834,,,ISK11,Unit,Unit,Unit," 51,250.00 "," 75,000.00 ",5,,,,,,,,,,,
??????? ??? ? ??????+ ????????-?????2???? - ????????,ISK10835,,,ISK11,Unit,Unit,Unit," 24,190.00 "," 36,000.00 ",5,,,,,,,,,,,
??????? ??? ? ????+ ????????-?????2???? - ????????,ISK10836,,,ISK11,Unit,Unit,Unit," 24,190.00 "," 36,000.00 ",5,,,,,,,,,,,
??????? SATO 1109 + ?????????,ISK10837,,,ISK11,Unit,Unit,Unit," 24,190.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? SATO 1110 + ?????????,ISK10838,,,ISK11,Unit,Unit,Unit," 30,750.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? SATO 11006 + ?????????,ISK10839,,,ISK11,Unit,Unit,Unit," 24,190.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? SATO 1102 + ?????????,ISK10840,,,ISK11,Unit,Unit,Unit," 24,190.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? ? Karat -KS 01-251-50,ISK10841,,,ISK11,Unit,Unit,Unit," 45,100.00 "," 70,000.00 ",5,,,,,,,,,,,
??????? ????? RS 001,ISK10842,,,ISK11,Unit,Unit,Unit," 15,580.00 "," 20,000.00 ",5,,,,,,,,,,,
??????? ????? RS 003,ISK10843,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 005 ????,ISK10844,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 007,ISK10845,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? ????? RS 203,ISK10846,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 204,ISK10847,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 206B,ISK10848,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? ????? RS 207,ISK10849,,,ISK11,Unit,Unit,Unit," 24,600.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? ????? RS 208,ISK10850,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
??????? ????? RS 303,ISK10851,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 304,ISK10852,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 401,ISK10853,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????? ????? RS 402,ISK10854,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????? ????? RS 404,ISK10855,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 32,000.00 ",5,,,,,,,,,,,
??????? ????? RS 502 ????,ISK10856,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????? ????? RS 502 ????????,ISK10857,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????? ????? RS 502 ????,ISK10858,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????? ????? RS 502 ?,ISK10859,,,ISK11,Unit,Unit,Unit," 18,450.00 ",#REF!,5,,,,,,,,,,,
??????? ????? RS 502 ?????,ISK10860,,,ISK11,Unit,Unit,Unit," 18,450.00 ",#REF!,5,,,,,,,,,,,
??????? ????? RS 503,ISK10861,,,ISK11,Unit,Unit,Unit," 18,450.00 ",#REF!,5,,,,,,,,,,,
??????? ????? RS 504,ISK10862,,,ISK11,Unit,Unit,Unit," 18,450.00 ",#REF!,5,,,,,,,,,,,
??????? ????? RS 505,ISK10863,,,ISK11,Unit,Unit,Unit," 18,450.00 ",#REF!,5,,,,,,,,,,,
?????????? ? Karat BA -03-50,ISK10864,,,ISK11,Unit,Unit,Unit," 38,950.00 "," 70,000.00 ",5,,,,,,,,,,,
??????????? ????? -407 ???????,ISK10865,,,ISK11,Unit,Unit,Unit," 17,630.00 "," 32,000.00 ",5,,,,,,,,,,,
??????????? ????? -407 ??????,ISK10866,,,ISK11,Unit,Unit,Unit," 17,630.00 "," 32,000.00 ",5,,,,,,,,,,,
??????????? ????? -407 ????,ISK10867,,,ISK11,Unit,Unit,Unit," 17,630.00 "," 32,000.00 ",5,,,,,,,,,,,
??????????? ????? -408,ISK10868,,,ISK11,Unit,Unit,Unit," 17,630.00 "," 32,000.00 ",5,,,,,,,,,,,
??????????? ????? -409 ?,ISK10869,,,ISK11,Unit,Unit,Unit," 19,680.00 "," 32,000.00 ",5,,,,,,,,,,,
???. ??????? TF-522A ,ISK10870,,,ISK11,Unit,Unit,Unit," 48,380.00 "," 60,000.00 ",5,,,,,,,,,,,
???. ???????  TF-522B ,ISK10871,,,ISK11,Unit,Unit,Unit," 44,280.00 "," 60,000.00 ",5,,,,,,,,,,,
???. ??????? TF-522C ,ISK10872,,,ISK11,Unit,Unit,Unit," 44,280.00 "," 60,000.00 ",5,,,,,,,,,,,
???. ??????? TF-522D ,ISK10873,,,ISK11,Unit,Unit,Unit," 44,280.00 "," 60,000.00 ",5,,,,,,,,,,,
???. ??????? TF-522E ,ISK10874,,,ISK11,Unit,Unit,Unit," 44,280.00 "," 60,000.00 ",5,,,,,,,,,,,
???. SW-404,ISK10875,,,ISK11,Unit,Unit,Unit," 37,720.00 "," 52,000.00 ",5,,,,,,,,,,,
???.  SW-604,ISK10876,,,ISK11,Unit,Unit,Unit," 33,620.00 "," 52,000.00 ",5,,,,,,,,,,,
???. SW-504,ISK10877,,,ISK11,Unit,Unit,Unit," 37,720.00 "," 52,000.00 ",5,,,,,,,,,,,
???.  SW-304,ISK10878,,,ISK11,Unit,Unit,Unit," 37,720.00 "," 52,000.00 ",5,,,,,,,,,,,
???.  7127,ISK10879,,,ISK11,Unit,Unit,Unit," 21,730.00 "," 28,000.00 ",5,,,,,,,,,,,
???.  7128=7009,ISK10880,,,ISK11,Unit,Unit,Unit," 21,730.00 "," 28,000.00 ",5,,,,,,,,,,,
???.  8004-7137,ISK10881,,,ISK11,Unit,Unit,Unit," 24,600.00 "," 40,000.00 ",5,,,,,,,,,,,
???.  7133,ISK10882,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
???.  7135,ISK10883,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
???.  7132,ISK10884,,,ISK11,Unit,Unit,Unit," 24,600.00 "," 40,000.00 ",5,,,,,,,,,,,
???. ????????????? ?????,ISK10885,,,ISK11,Unit,Unit,Unit," 16,400.00 "," 28,000.00 ",5,,,,,,,,,,,
???????? ???? ????????????,ISK10886,,,ISK11,Unit,Unit,Unit," 2,460.00 "," 4,000.00 ",5,,,,,,,,,,,
???????? ?????? -NNK-21 ??,ISK10887,,,ISK11,Unit,Unit,Unit," 6,560.00 "," 12,000.00 ",5,,,,,,,,,,,
???????? ?????? ???? SANWA -21 ?????,ISK10888,,,ISK11,Unit,Unit,Unit," 11,890.00 "," 20,000.00 ",5,,,,,,,,,,,
???????? ??????  CK -21 ??,ISK10889,,,ISK11,Unit,Unit,Unit," 3,280.00 "," 6,000.00 ",5,,,,,,,,,,,
???????? ??????  302,ISK10890,,,ISK11,Unit,Unit,Unit," 11,890.00 "," 20,000.00 ",5,,,,,,,,,,,
???????? ?????? ?????? SANWA -21,ISK10891,,,ISK11,Unit,Unit,Unit," 9,020.00 "," 16,000.00 ",5,,,,,,,,,,,
????????????????????? ,ISK10892,,,ISK11,Unit,Unit,Unit," 6,560.00 "," 10,000.00 ",5,,,,,,,,,,,
???????? ???? ???? + ????? ?????????,ISK10893,,,ISK11,Unit,Unit,Unit," 4,510.00 "," 6,000.00 ",5,,,,,,,,,,,
???????? ?????????? SUNWA,ISK10894,,,ISK11,Unit,Unit,Unit," 29,520.00 "," 40,000.00 ",5,,,,,,,,,,,
???????????? ?????? LKT (A) ????????,ISK10895,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
????????????- ?????? ????? ?????????,ISK10896,,,ISK11,Unit,Unit,Unit," 11,890.00 "," 20,000.00 ",5,,,,,,,,,,,
???? K 1120= K17317,ISK10897,,,ISK11,Unit,Unit,Unit," 90,200.00 "," 120,000.00 ",5,,,,,,,,,,,
???? K 1220 = 17337,ISK10898,,,ISK11,Unit,Unit,Unit," 90,200.00 "," 120,000.00 ",5,,,,,,,,,,,
???? K 1230= K17340,ISK10899,,,ISK11,Unit,Unit,Unit," 77,900.00 "," 100,000.00 ",5,,,,,,,,,,,
????????????? 201,ISK10900,,,ISK11,Unit,Unit,Unit," 41,000.00 "," 60,000.00 ",5,,,,,,,,,,,
?????????- ?????? 315,ISK10901,,,ISK11,Unit,Unit,Unit," 36,900.00 "," 60,000.00 ",5,,,,,,,,,,,
??????? -?????? 202,ISK10902,,,ISK11,Unit,Unit,Unit," 36,900.00 "," 60,000.00 ",5,,,,,,,,,,,
?????? karat ?????? BW 01-50,ISK10903,,,ISK11,Unit,Unit,Unit," 33,620.00 "," 52,000.00 ",5,,,,,,,,,,,
?????? Loma HK 001,ISK10904,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Loma HK 002,ISK10905,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 22,000.00 ",5,,,,,,,,,,,
?????? Loma HK 003,ISK10906,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Loma HK 004,ISK10907,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 22,000.00 ",5,,,,,,,,,,,
?????? Loma HK 005,ISK10908,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Loma HK 006,ISK10909,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 22,000.00 ",5,,,,,,,,,,,
?????? Loma HK 007,ISK10910,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Loma HK 008,ISK10911,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 22,000.00 ",5,,,,,,,,,,,
?????? Loma HK 009,ISK10912,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Loma HK 010,ISK10913,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 22,000.00 ",5,,,,,,,,,,,
?????? Loma HK 011 ??????,ISK10914,,,ISK11,Unit,Unit,Unit," 13,530.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Loma HK 012 ??????,ISK10915,,,ISK11,Unit,Unit,Unit," 15,990.00 "," 22,000.00 ",5,,,,,,,,,,,
?????? Penguin 43,ISK10916,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
?????? SUNSON,ISK10917,,,ISK11,Unit,Unit,Unit," 9,430.00 "," 16,000.00 ",5,,,,,,,,,,,
??????? Sunson 111,ISK10918,,,ISK11,Unit,Unit,Unit," 9,430.00 "," 20,000.00 ",5,,,,,,,,,,,
??????? Sunson 222,ISK10919,,,ISK11,Unit,Unit,Unit," 9,430.00 "," 20,000.00 ",5,,,,,,,,,,,
??????? Sunson 333,ISK10920,,,ISK11,Unit,Unit,Unit," 9,840.00 "," 20,000.00 ",5,,,,,,,,,,,
?????? Sunwa 016,ISK10921,,,ISK11,Unit,Unit,Unit," 30,750.00 "," 40,000.00 ",5,,,,,,,,,,,
?????? ????karat BW 01-11,ISK10922,,,ISK11,Unit,Unit,Unit," 21,730.00 "," 36,000.00 ",5,,,,,,,,,,,
??????????? 7 ??????? 223C,ISK10923,,,ISK11,Unit,Unit,Unit," 20,500.00 "," 32,000.00 ",5,,,,,,,,,,,
??????????? 7 ??????? 223W- ?,ISK10924,,,ISK11,Unit,Unit,Unit," 12,300.00 "," 20,000.00 ",5,,,,,,,,,,,
??????????? 7 ????? ? 221 W ?,ISK10925,,,ISK11,Unit,Unit,Unit," 12,300.00 "," 20,000.00 ",5,,,,,,,,,,,
?????????????2 ???????????????????,ISK10926,,,ISK11,Unit,Unit,Unit," 20,090.00 "," 28,000.00 ",5,,,,,,,,,,,
?????????????2 ????? ??????,ISK10927,,,ISK11,Unit,Unit,Unit," 19,270.00 "," 28,000.00 ",5,,,,,,,,,,,
??? ?????? ?????? 21????????????????? 1B,ISK10928,,,ISK11,Unit,Unit,Unit," 9,430.00 "," 28,000.00 ",5,,,,,,,,,,,
???. ?????? Sunwa-WF-311A-????????,ISK10929,,,ISK11,Unit,Unit,Unit," 34,030.00 "," 48,000.00 ",5,,,,,,,,,,,
???????? ??????  31316,ISK10930,,,ISK11,Unit,Unit,Unit," 17,630.00 "," 28,000.00 ",5,,,,,,,,,,,
???????? ?? Loma-003-5,ISK10931,,,ISK11,Unit,Unit,Unit," 13,120.00 "," 20,000.00 ",5,,,,,,,,,,,
?????????????? 750-6,ISK10932,,,ISK11,Unit,Unit,Unit," 14,760.00 "," 24,000.00 ",5,,,,,,,,,,,
??????????????  388D-5,ISK10933,,,ISK11,Unit,Unit,Unit," 25,830.00 "," 36,000.00 ",5,,,,,,,,,,,
??????????????  388D-6,ISK10934,,,ISK11,Unit,Unit,Unit," 29,930.00 "," 40,000.00 ",5,,,,,,,,,,,
??????????????Loma-387D-5,ISK10935,,,ISK11,Unit,Unit,Unit," 22,550.00 "," 36,000.00 ",5,,,,,,,,,,,
??????????????Loma-387D-6,ISK10936,,,ISK11,Unit,Unit,Unit," 26,650.00 "," 40,000.00 ",5,,,,,,,,,,,
????????? ???? HC,ISK10937,,,ISK11,Unit,Unit,Unit," 67,650.00 "," 100,000.00 ",5,,,,,,,,,,,
?????????? 1???? S-230,ISK10938,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 320,000.00 ",5,,,,,,,,,,,
?????????? 1???? S-2023,ISK10939,,,ISK11,Unit,Unit,Unit," 38,950.00 "," 52,000.00 ",5,,,,,,,,,,,
????????? 2???? A062,ISK10940,,,ISK11,Unit,Unit,Unit," 28,700.00 "," 40,000.00 ",5,,,,,,,,,,,
????????? 1????402- 2????,ISK10941,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????????? 1??,ISK10942,,,ISK11,Unit,Unit,Unit," 18,450.00 "," 28,000.00 ",5,,,,,,,,,,,
??????????? 2??,ISK10943,,,ISK11,Unit,Unit,Unit," 30,750.00 "," 40,000.00 ",5,,,,,,,,,,,
???? 8?? (100),ISK10944,,,MNEQUIP,Unit,Unit,Unit, 184.50 , 500.00 ,50,,,,,,,,,,,
???? 10?? (70),ISK10945,,,MNEQUIP,Unit,Unit,Unit, 262.40 , 700.00 ,50,,,,,,,,,,,
???? 12?? (30),ISK10946,,,MNEQUIP,Unit,Unit,Unit, 615.00 ," 1,000.00 ",50,,,,,,,,,,,
?????? ????? ??? ???,ISK10947,,,MNEQUIP,Unit,Unit,Unit," 3,280.00 "," 5,000.00 ",10,,,,,,,,,,,
?????? ????? ??? ??????,ISK10948,,,MNEQUIP,Unit,Unit,Unit," 4,100.00 "," 6,000.00 ",10,,,,,,,,,,,
?????? ????? ??? ??,ISK10949,,,MNEQUIP,Unit,Unit,Unit," 5,330.00 "," 7,000.00 ",10,,,,,,,,,,,
???????????????,ISK10950,,,MNEQUIP,Unit,Unit,Unit," 6,560.00 "," 8,500.00 ",10,,,,,,,,,,,
??????????????????,ISK10951,,,MNEQUIP,Unit,Unit,Unit," 7,380.00 "," 9,500.00 ",10,,,,,,,,,,,
?????? 18 ??,ISK10952,,,MNEQUIP,Unit,Unit,Unit, 738.00 ," 1,000.00 ",20,,,,,,,,,,,
?????? 20??,ISK10953,,,MNEQUIP,Unit,Unit,Unit, 984.00 ," 1,500.00 ",20,,,,,,,,,,,
?????? 22 ??,ISK10954,,,MNEQUIP,Unit,Unit,Unit," 1,066.00 "," 2,000.00 ",20,,,,,,,,,,,
????????? 4,ISK10955,,,MNEQUIP,Unit,Unit,Unit," 2,665.00 "," 3,500.00 ",20,,,,,,,,,,,
????????? 2,ISK10956,,,MNEQUIP,Unit,Unit,Unit," 3,690.00 "," 5,000.00 ",20,,,,,,,,,,,
????????? 0,ISK10957,,,MNEQUIP,Unit,Unit,Unit," 10,250.00 "," 13,500.00 ",20,,,,,,,,,,,
????????? ???? ???,ISK10958,,,MNEQUIP,Unit,Unit,Unit," 2,255.00 "," 3,000.00 ",20,,,,,,,,,,,
????????? ???? ??????,ISK10959,,,MNEQUIP,Unit,Unit,Unit," 3,690.00 "," 5,000.00 ",20,,,,,,,,,,,
????????? ???? ??,ISK10960,,,MNEQUIP,Unit,Unit,Unit," 5,535.00 "," 10,000.00 ",20,,,,,,,,,,,
??????? ,ISK10961,,,MNEQUIP,Unit,Unit,Unit," 11,480.00 ", 500.00 ,20,,,,,,,,,,,
??????????? (20),ISK10962,,,MNEQUIP,Unit,Unit,Unit," 11,480.00 "," 1,000.00 ",20,,,,,,,,,,,
??? 0.6 ??? ,ISK10963,,,MNEQUIP,Unit,Unit,Unit," 13,530.00 "," 18,000.00 ",20,,,,,,,,,,,
??? 0.8 ??? ,ISK10964,,,MNEQUIP,Unit,Unit,Unit," 17,220.00 "," 22,000.00 ",20,,,,,,,,,,,
??? 1??? ??? ,ISK10965,,,MNEQUIP,Unit,Unit,Unit," 22,140.00 "," 28,000.00 ",20,,,,,,,,,,,
???????? ???,ISK10966,,,MNEQUIP,Unit,Unit,Unit," 4,920.00 "," 7,000.00 ",20,,,,,,,,,,,
???????? ??,ISK10967,,,MNEQUIP,Unit,Unit,Unit," 6,970.00 "," 9,000.00 ",20,,,,,,,,,,,
??? 0.4 ???,ISK10968,,,MNEQUIP,Unit,Unit,Unit," 5,330.00 "," 7,000.00 ",20,,,,,,,,,,,
??? 0.6 ???,ISK10969,,,MNEQUIP,Unit,Unit,Unit," 7,790.00 "," 10,000.00 ",20,,,,,,,,,,,
??? 0.6 ?????,ISK10970,,,MNEQUIP,Unit,Unit,Unit," 16,400.00 "," 23,000.00 ",20,,,,,,,,,,,
??? 0.8 ???,ISK10971,,,MNEQUIP,Unit,Unit,Unit," 9,020.00 "," 13,000.00 ",20,,,,,,,,,,,
??? 0.8 ?????,ISK10972,,,MNEQUIP,Unit,Unit,Unit," 19,270.00 "," 27,000.00 ",20,,,,,,,,,,,
??? 1 ??? ???,ISK10973,,,MNEQUIP,Unit,Unit,Unit," 13,940.00 "," 18,000.00 ",20,,,,,,,,,,,
??? 1 ??? ?????,ISK10974,,,MNEQUIP,Unit,Unit,Unit," 27,880.00 "," 37,500.00 ",20,,,,,,,,,,,
??????? 0.22,ISK10975,,,MNEQUIP,Unit,Unit,Unit, 902.00 ," 1,500.00 ",20,,,,,,,,,,,
??????? 0.4,ISK10976,,,MNEQUIP,Unit,Unit,Unit," 1,722.00 "," 2,500.00 ",20,,,,,,,,,,,
??????? 0.6,ISK10977,,,MNEQUIP,Unit,Unit,Unit," 2,460.00 "," 3,000.00 ",20,,,,,,,,,,,
???????????,ISK10978,,,MNEQUIP,Unit,Unit,Unit, 697.00 ," 1,000.00 ",20,,,,,,,,,,,
???????? 50*50,ISK10979,,,MNEQUIP,Unit,Unit,Unit," 9,430.00 "," 12,000.00 ",20,,,,,,,,,,,
???????? 50*55,ISK10980,,,MNEQUIP,Unit,Unit,Unit," 10,250.00 "," 14,000.00 ",20,,,,,,,,,,,
???????? 50*60,ISK10981,,,MNEQUIP,Unit,Unit,Unit," 11,070.00 "," 15,000.00 ",20,,,,,,,,,,,
???????? 50*65,ISK10982,,,KL-DOOR,Unit,Unit,Unit," 12,300.00 "," 16,000.00 ",20,,,,,,,,,,,
???????? 50*70,ISK10983,,,KL-DOOR,Unit,Unit,Unit," 14,350.00 "," 18,000.00 ",20,,,,,,,,,,,
???????? 50*80,ISK10984,,,KL-DOOR,Unit,Unit,Unit," 14,965.00 "," 20,000.00 ",20,,,,,,,,,,,
???????? 50*90,ISK10985,,,KL-DOOR,Unit,Unit,Unit," 15,580.00 "," 22,000.00 ",20,,,,,,,,,,,
???????? 50*100,ISK10986,,,KL-DOOR,Unit,Unit,Unit," 15,990.00 "," 25,000.00 ",20,,,,,,,,,,,
?????? ESE 1T,ISK10987,,,KL-DOOR,Unit,Unit,Unit," 4,100.00 "," 6,000.00 ",20,,,,,,,,,,,
?????? ESE 1.5T,ISK10988,,,ISK12,sl,sl,sl," 5,330.00 "," 7,000.00 ",40,,,,,,,,,,,
?????? ESE 2T,ISK10989,,,ISK12,sl,sl,sl," 6,150.00 "," 8,000.00 ",40,,,,,,,,,,,
?????? ESE 3T,ISK10990,,,ISK12,sl,sl,sl," 8,200.00 "," 12,000.00 ",40,,,,,,,,,,,
?????? ESE 4T,ISK10991,,,ISK12,sl,sl,sl," 9,840.00 "," 13,000.00 ",40,,,,,,,,,,,
?????? ESE 5T,ISK10992,,,ISK12,sl,sl,sl," 11,070.00 "," 15,000.00 ",40,,,,,,,,,,,
???????????? 2.4*0.9,ISK10993,,,ISK12,sl,sl,sl," 12,177.00 "," 14,000.00 ",40,,,,,,,,,,,
???????????? 3*0.9,ISK10994,,,ISK12,sl,sl,sl," 15,170.00 "," 18,000.00 ",40,,,,,,,,,,,
????????????? 2?,ISK10995,,,ISK12,sl,sl,sl," 7,240.60 "," 9,000.00 ",40,,,,,,,,,,,
??????????????? 2?,ISK10996,,,ISK12,sl,sl,sl," 7,240.60 "," 9,000.00 ",40,,,,,,,,,,,
????????????? 2.4?,ISK10997,,,ISK12,sl,sl,sl," 8,688.72 "," 11,000.00 ",40,,,,,,,,,,,
??????????????? 2.4?,ISK10998,,,ISK12,sl,sl,sl," 8,692.00 "," 11,000.00 ",40,,,,,,,,,,,
